epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.60824,1.46677,3.14659,0.01403,0.51903,0.65441,0.61393,0.30815,1.66444,1.4967,0.02988,0.000467673,0.000467673,0.000467673
2,9.42631,1.6243,1.63883,0.01571,0.60085,0.60528,0.61012,0.28461,1.86623,1.51812,0.03474,0.000939758,0.000939758,0.000939758
3,13.9348,1.67415,1.48123,0.01612,0.6487,0.49835,0.53583,0.22815,2.03285,1.77079,0.03806,0.00140756,0.00140756,0.00140756
4,18.397,1.71845,1.42315,0.01666,0.71672,0.63806,0.69365,0.32882,1.87926,1.77735,0.0335,0.00140971,0.00140971,0.00140971
5,22.9464,1.69655,1.3234,0.01663,0.68838,0.5327,0.5365,0.25125,2.03002,1.99073,0.03988,0.00140328,0.00140328,0.00140328
6,27.4362,1.62312,1.2469,0.0158,0.70901,0.74841,0.75674,0.38665,1.70614,1.14468,0.02955,0.00139685,0.00139685,0.00139685
7,32.0228,1.64867,1.20193,0.016,0.75714,0.72911,0.77185,0.4008,1.69277,1.17787,0.0297,0.00139042,0.00139042,0.00139042
8,36.6644,1.55746,1.07816,0.01487,0.78912,0.66616,0.76124,0.3963,1.67774,1.13848,0.02909,0.00138399,0.00138399,0.00138399
9,41.0883,1.55739,1.09184,0.01476,0.77254,0.80217,0.81553,0.45824,1.58874,0.89264,0.02737,0.00137756,0.00137756,0.00137756
10,45.6887,1.56992,1.07162,0.01505,0.76112,0.76317,0.78942,0.4098,1.7097,0.99936,0.02975,0.00137113,0.00137113,0.00137113
11,50.1301,1.54891,1.04458,0.01466,0.74284,0.72492,0.74946,0.40649,1.67016,1.06909,0.02902,0.00136469,0.00136469,0.00136469
12,54.5987,1.54914,1.06282,0.01435,0.766,0.7336,0.78368,0.42268,1.60979,1.05681,0.02791,0.00135826,0.00135826,0.00135826
13,59.1227,1.50535,0.98838,0.0143,0.7839,0.77892,0.80236,0.44811,1.6176,0.95162,0.02791,0.00135183,0.00135183,0.00135183
14,63.5992,1.50057,0.94366,0.01383,0.78504,0.76725,0.80569,0.4285,1.62995,0.96253,0.02846,0.0013454,0.0013454,0.0013454
15,68.067,1.48904,0.96834,0.01409,0.81991,0.78445,0.82366,0.46295,1.6072,0.93859,0.0275,0.00133897,0.00133897,0.00133897
16,72.6341,1.48623,0.9286,0.01403,0.80902,0.78491,0.8078,0.44303,1.6461,1.00001,0.02783,0.00133254,0.00133254,0.00133254
17,77.0881,1.41844,0.88615,0.01297,0.83161,0.7686,0.84127,0.48605,1.52255,0.89404,0.0264,0.00132611,0.00132611,0.00132611
18,81.7364,1.46452,0.93,0.0135,0.86328,0.74286,0.83197,0.46405,1.59653,0.92191,0.02763,0.00131968,0.00131968,0.00131968
19,86.1933,1.448,0.89262,0.01335,0.77717,0.77065,0.7961,0.45327,1.52382,0.99332,0.02654,0.00131325,0.00131325,0.00131325
20,90.6524,1.43058,0.86619,0.01329,0.87364,0.72286,0.83049,0.46596,1.51323,0.92396,0.02606,0.00130682,0.00130682,0.00130682
21,95.449,1.41983,0.88557,0.01317,0.84194,0.79541,0.85235,0.48793,1.553,0.89069,0.02651,0.00130039,0.00130039,0.00130039
22,100.17,1.39844,0.87948,0.01317,0.83561,0.76065,0.83003,0.46206,1.553,0.94024,0.02676,0.00129396,0.00129396,0.00129396
23,104.613,1.40907,0.85157,0.01352,0.81122,0.80828,0.85,0.48138,1.5235,0.89197,0.0257,0.00128753,0.00128753,0.00128753
